0.0,-2616443.275238784,-3073121.416996971
0.0,-2907896.59872594,-5697434.730047086
0.0,-2737156.3106779717,-5407346.728204245
0.0,-2623138.5227653086,-5326252.07430104
0.0,-2605439.0952502475,-5555055.407273263
0.0,-2859191.7551271636,-5698797.954845318
0.0,-2638592.3685670453,-5288434.561678068
0.0,-2825374.6375925173,-5305497.675126112
0.0,-2558780.6457215543,-5714020.280398865
0.0,-2696446.3262115167,-5377936.774752404
0.0,-2438946.287618896,-5078507.694951968
0.0,-2424952.316632186,-5163984.3218633495
0.0,-2547926.0291253887,-5271637.578837241
0.0,-2512572.21015331,-5081102.388423468
0.0,-2451228.160807141,-5312476.601665283
0.0,-2409791.154869589,-4907630.533185091
0.0,-2392385.9731854554,-5062088.126724906
0.0,-2567134.259457058,-5145862.4940466955
0.0,-2384274.9946406297,-4935266.899357621
0.0,-2600592.878670525,-5121657.726303112
0.0,-2510208.392989304,-4941202.676408156
0.0,-2291251.51063593,-4968891.447147549
0.0,-2361644.435411783,-5003333.651184828
0.0,-2283303.1741363835,-4746065.795320095
0.0,-2416734.9086509296,-5136353.195605698
0.0,-2359582.826479366,-5023928.817275502
0.0,-2273306.3091327776,-4651603.522798423
0.0,-2257374.345690192,-4699031.4838603055
0.0,-2166043.323606794,-4615665.377322748
0.0,-2082400.5680678466,-4579674.972836408
0.0,-2114449.5622751224,-4819604.09617145
0.0,-2242069.000376991,-4672582.820265032
0.0,-2131291.3121296307,-4604322.067792796
0.0,-2022088.6862628201,-4577387.556634306
0.0,-2039329.557441539,-4432006.896780084
0.0,-2001301.8738318828,-4572326.825888402
0.0,-1833783.4808741114,-4609297.915103923
0.0,-1724377.1658748435,-3832794.2171378126
0.0,-1766320.8410708979,-3982641.2348600673
0.0,-1672761.6460466462,-3644899.1550781797
0.0,-1701848.3107364657,-3851957.40776892
0.0,-1742568.396909543,-4094223.542190898
0.0,-1626410.771733225,-4069504.743507627
0.0,-1623486.3949611613,-3931486.4494554573
0.0,-1767571.0831859184,-3802246.0686668693
0.0,-1718287.7536847307,-3915118.384738701
0.0,-1785370.3970186592,-3807076.982869719
0.0,-1655197.7021642893,-3808111.779368201
0.0,-1747623.3070265232,-3934712.8624219676
0.0,-1664514.6959118184,-3727563.0094131753
0.0,-1621169.4883640336,-3571085.077370764
0.0,-1765774.6762774393,-3744670.2474083914
0.0,-1627282.6452821635,-3575146.320800714
0.0,-1605731.8859660688,-3769004.7762957057
0.0,-1473278.596563186,-3456991.0347590824
0.0,-1530403.8590656212,-3423084.3690403905
0.0,-1443799.5026737282,-3657063.175969394
0.0,-1475963.5274220651,-3524881.6199718295
0.0,-1431780.3053781148,-3350711.430794527
0.0,-1494996.6580207828,-3305895.43033877
0.0,-1407813.426299536,-3515567.337427298
0.0,-1366038.112568357,-3155794.342525582
0.0,-1487640.620922174,-3293748.5372747756
0.0,-1372764.2961582455,-3359867.7373064337
0.0,-1430573.7752702637,-3280267.073792638
0.0,-1343782.3048502035,-3268767.1359001766
0.0,-1277315.0059496886,-3252807.579551812
0.0,-1322804.2737210887,-3088850.629770974
0.0,-1148093.2110474356,-2790130.368901408
0.0,-1183835.1367148755,-2993879.0896933563
0.0,-1120457.5281887185,-2725766.82061388
0.0,-1064390.865425406,-2843382.0890827654
0.0,-1051076.2699859513,-2576950.4555587703
0.0,-1131051.5682273025,-2765433.644661263
0.0,-1196772.7440965038,-2731830.9935947093
0.0,-1090102.146869667,-2776528.038326456
0.0,-1080043.7577733507,-2644077.60151199
0.0,-1085023.083197347,-2787919.7679245844
0.0,-1078629.2393120946,-2623441.843398519
0.0,-1016155.7525628358,-2269341.8317300347
0.0,-1000564.7059313081,-2587419.4428167753
0.0,-1052606.1413611965,-2726982.1493914365
0.0,-947592.0601887207,-2557702.406496726
0.0,-991694.3503652248,-2387923.555187346
0.0,-932646.0997009638,-2530706.4697528593
0.0,-944726.9203381703,-2520871.350531165
0.0,-940715.6268718598,-2742619.277479934
0.0,-926157.2250603489,-2467727.7571140244
0.0,-990982.4195833452,-2593349.1742202262
0.0,-936560.0816933971,-2361370.819999615
0.0,-922590.7219033629,-2513038.0738586313
0.0,-925077.4170024111,-2458164.986298622
0.0,-820131.431930831,-2402326.160656696
0.0,-873314.3093592566,-2401141.8870669636
0.0,-945529.743395703,-2346736.279371554
0.0,-847933.603689511,-2364584.709754169
0.0,-812739.5221749082,-2393081.191644227
0.0,-750475.493708038,-1943107.5588700273
0.0,-819765.7919388921,-2330812.185438139
0.0,-786800.9358842769,-2383835.8253044044
0.0,-821681.4696260795,-2431175.302752839
0.0,-793199.6367677321,-2427019.6747861444
0.0,-798179.0967981538,-2246029.4961174834
0.0,-819816.1643832526,-2338841.1932137357
0.0,-792916.3102871642,-2081476.6973933717
0.0,-689548.3614900416,-2054212.0405453113
0.0,-744653.2043102457,-2106619.96561358
0.0,-734442.117108973,-2111440.3807855817
0.0,-704604.5321702802,-2000775.229390333
0.0,-733128.5371448174,-1968580.2454900078
0.0,-661664.0624872898,-2107254.9340242785
0.0,-686918.1333260402,-2069168.7543264497
0.0,-670055.9737959492,-1947404.5871360076
0.0,-672259.8930854265,-2120432.825796241
0.0,-581897.7800646902,-1620498.100387882
0.0,-635389.3779540642,-2016712.5093344692
0.0,-609428.4412577836,-1896014.5552881104
0.0,-601216.3999950916,-1974196.93200354
0.0,-683628.0566276427,-1937438.949241234
0.0,-588098.9576289505,-1848997.5458729416
0.0,-583664.6981883638,-1759806.0938551407
0.0,-583501.0962510342,-1916593.609574364
0.0,-494576.53665322444,-1642437.9060007608
0.0,-563593.3570424553,-1736417.5414716364
0.0,-559870.8828071872,-1898342.3680395063
0.0,-574261.5750853455,-1783249.4191654045
0.0,-549984.214944804,-1838233.2503658177
0.0,-488714.9478397373,-1711273.4955804006
0.0,-527141.2411189144,-1755974.6781901144
0.0,-527555.8442436601,-1825525.02126891
0.0,-512778.8293399188,-1685174.6222612949
0.0,-414957.88354358764,-1377742.9914768795
0.0,-422314.2399134807,-1582660.0381098585
0.0,-361143.0702844999,-1469531.4847728435
0.0,-393110.6892192456,-1484693.2036597622
0.0,-375130.61409917416,-1490170.5236408634
0.0,-365453.3658209365,-1498532.7004503119
0.0,-391309.74627689086,-1513358.4397501086
0.0,-357811.9562689259,-1502084.666798955
0.0,-356831.9359641053,-1557292.9742199078
0.0,-343669.9821383093,-1528455.7256871024
0.0,-344269.5952698511,-1423268.5118490995
0.0,-355722.1455525452,-1521092.809780918
0.0,-404930.868691348,-1505553.4005591501
0.0,-304115.17801266076,-1471043.8207065025
0.0,-276972.61195850605,-1478281.9293468718
0.0,-288497.36915033276,-1475800.430682464
0.0,-312439.3209786959,-1357168.6900737423
0.0,-271865.1519431364,-1208321.2985215955
0.0,-280370.33190846513,-1274629.5501592369
0.0,-204407.56949441947,-1287110.0883071194
0.0,-218516.4506936118,-1238892.149965016
0.0,-181380.25732236644,-1105387.804193137
0.0,-190896.06775420415,-1110176.5117290805
0.0,-173069.71896049994,-1164023.9514942165
0.0,-187499.0683185474,-1163560.622639015
2914.988618928124,-142462.6194513227,-1100182.9059983531
0.0,-116865.40224897135,-1125934.4748670238
0.0,-146977.99157761666,-1046893.2996620848
0.0,-192019.08281908234,-1101449.0149098865
36309.0441828114,-104245.7842017214,-1024165.2887879501
51770.592066354235,-82501.51701894614,-1033789.7984712208
55048.46875173028,-95081.90488764478,-928777.6743583952
62649.20124922041,-56374.43839736938,-970183.0990984411
59139.10345162288,-59924.59831174187,-874525.4904062737
44100.959601371316,-59798.779098464074,-1011507.2369720442
65819.51509327767,-36410.5199599463,-849343.4721389519
71694.81653206667,-68736.99213087218,-959293.7547084381
68221.03357709316,-58789.84015024946,-945124.1012407144
95210.81034851319,-67722.5817628632,-871217.4804270322
93849.29219203372,-52146.84687956685,-901395.8993059725
87795.09333273413,-55935.84924764533,-933195.3240150372
110642.30181506946,-25208.393440374737,-803555.6096503906
111713.38459944405,-23888.24834536999,-883860.1031743581
120941.13515180472,24087.327584796723,-854193.044876709
125260.06026304472,-28133.385133922937,-903526.497222502
118617.81947328284,-3044.721221622175,-927741.7541305996
127570.84975685814,11196.930426068348,-871553.8447449728
142263.1238217397,21003.99096161847,-847461.816580811
139939.31361821917,23355.793385880334,-693736.6387705632
154760.46656588512,53257.761495735635,-729476.4449877865
160405.77881850896,58964.918289305475,-816059.8631010182
146322.51808593824,47195.61258891881,-705084.9452507627
187995.40586832917,73499.62348968214,-745758.8642296981
177000.32255907217,17296.16075799647,-719695.0731004109
189974.22925365955,109808.43805629222,-668092.3704800997
196639.67194569047,105746.85479053827,-620656.1268897527
197635.69112295326,53798.41277422469,-724828.620423868
194918.38272776466,91149.8383086407,-693947.6883359555
217112.78935413162,129941.06018826993,-515647.2818803305
208474.82602401153,130866.43940616827,-725121.5710526571
215435.0589941524,107235.32165770949,-642805.9470333813
236314.51597978338,153768.06248798742,-644292.1076702356
237962.93373834307,125358.7282938258,-637983.7199384636
241788.98272724327,152843.91813222758,-538001.7525931088
250792.03634364344,180586.14695090684,-564066.9384195564
250229.46235122153,156081.37175560364,-604086.4543250521
256525.71225495252,190064.89779941514,-555126.9792884584
270143.28739111545,160012.79730087184,-509386.50423495076
263812.08662066085,159958.43395016558,-525960.4305341634
283276.1350199059,167515.66425110822,-567220.1362005125
288141.51641368965,209333.05968485662,-504656.38287874556
286342.8545735258,191109.00834291606,-443353.47709539975
295218.56462578854,192553.03000535473,-523353.50104491075
293244.36854787346,219773.68145629103,-453498.1026114838
300693.5003206815,222825.27562425283,-458974.596212793
305456.22088776267,178384.71443008032,-541979.238762414
305445.8687120782,206255.80879585366,-536696.0324636669
322665.2376036992,233372.5670811502,-446340.09971146844
320683.80432157783,250534.67363755577,-369955.316098032
335793.9677216053,217344.12169265526,-420062.61080792703
331001.2734956788,237254.62886274568,-379068.67962176463
340046.4819121774,241127.1135193164,-405966.46964435535
337702.62506034714,256833.2233191764,-395941.0821382573
338845.81272952794,227065.25567736314,-438661.3560063382
339995.02740994724,280727.9042833218,-420257.99206264893
352299.4030269736,251681.14197809531,-420539.74286427145
343726.3186163327,265753.6545445255,-396616.8922811857
354904.4371217543,238078.80723093622,-404004.15349076124
354598.4633518843,290133.336714026,-319735.4524180725
361617.1242802217,298982.93696256494,-395260.4395499834
367500.6312640627,281611.6949922147,-385564.1504270308
364205.0274690484,284230.94722606475,-352523.97242698004
373639.2802898522,292127.88842125004,-360039.18377955514
378269.3171498205,319755.7577988807,-331745.15779275063
383502.6776273931,297201.27913966286,-373587.7570881998
384147.9968779688,301113.76643361116,-266696.8463536335
386123.1857037002,319212.9786670363,-291921.6541880768
390092.97133387683,321338.0224151326,-320785.0666099133
390463.8139302342,311423.31707289215,-313845.98035137163
391325.8556365967,311213.7644916586,-217441.34416829422
399477.3449579629,324801.59060657717,-280650.19764905423
395798.7080168141,324813.9357996397,-279822.3844355797
404003.1913012607,325419.10325817915,-291894.7495635124
399359.5647946859,353071.66850657715,-214994.31710316223
404053.6149058788,311980.09589029977,-284539.6385217979
405591.26468822523,333424.9857764246,-196467.7949091071
400344.6246467431,339285.6909352994,-228416.41648222337
406940.6075098695,335778.35199771984,-196851.4949523288
403564.81460039975,331407.5824526694,-235453.70574463112
410418.9339484785,355279.28146889136,-261249.22126869665
411153.88940728584,346497.7197327005,-242958.23611317022
413414.99030876433,329494.8499738102,-263972.82364559034
414583.40658333903,349090.08746692224,-281238.06401262357
412830.9380614274,349478.4818164688,-233590.95248394576
