21471.46366,-13598.79662,-40602.57234,,17084.70832,-13651.80109,-49490.38093,,18677.52574,-12116.19761,-48628.57401,,20546.90861,-15206.04453,-52455.02981,,19445.15158,-13643.20996,-47794.13927,,
29383.16748,4930.408182,-36945.19334,,20915.873,3686.94851,-41571.1171,,20862.32375,-1439.987606,-44841.18857,,20936.75812,5241.945195,-50382.33051,,23024.53059,3104.82857,-43434.95738,,
29663.52802,19994.31993,-26787.15171,,25781.11275,9882.110009,-22596.43422,,25548.67225,15277.71483,-30289.44767,,21085.04521,11627.63073,-22722.13758,,25519.58956,14195.44388,-25598.7928,,
30729.7276,26941.38888,12636.50923,,28801.50377,19103.19405,-34017.08033,,33967.66273,20375.07449,-745.9306857,,26469.30683,19927.4725,5832.125932,,29992.05023,21586.78248,-4073.593964,,
31479.12917,21078.20271,-460.2342525,,31236.05584,23410.18312,6964.170821,,34472.71946,17214.5774,-10459.35981,,33172.44431,19430.09494,-8716.455023,,32590.08719,20283.26454,-3167.969566,,
32481.10285,24519.86716,-6650.508818,,32990.82981,22497.29141,2720.078094,,34575.86999,29478.71586,8636.662519,,32401.7836,21763.86808,-2304.875543,,33112.39656,24564.93563,600.339063,,
33318.4305,27086.11986,-12153.28943,,33540.39791,22577.80824,-13962.10056,,34575.86999,24087.80894,1318.861476,,33172.44431,25311.5749,4991.119744,,33651.78568,24765.82799,-4951.352192,,
33355.10004,29140.14967,11079.14577,,34156.94375,27470.37788,5774.905283,,36037.74055,28845.66671,5748.909325,,33343.00065,25029.58508,3693.237683,,34223.19625,27621.44484,6574.049516,,
34648.84775,30022.36774,8540.690882,,34221.21021,31172.80243,5021.27987,,37311.27966,32823.89481,16603.92229,,35679.86519,31269.16015,16008.61246,,35465.3007,31322.05628,11543.62638,,
35350.04117,28779.33117,8125.367278,,35902.60017,26911.03745,8629.601303,,38152.27159,32129.97206,19843.78458,,36254.17325,29039.20503,464.4282478,,36414.77154,29214.88643,9265.795352,,
35375.84686,31618.08897,-194.1500912,,38040.05587,31939.82012,17887.07235,,38152.27159,31156.63416,13363.30289,,37070.17811,31305.29778,3652.902439,,37159.58811,31504.96026,8677.281897,,
35452.42111,30990.2914,17414.87301,,38040.05587,27365.2218,-11605.0549,,38152.19552,31690.30084,15358.18461,,36816.63533,31492.11287,17138.92855,,37115.32696,30384.48173,9576.732818,,
37757.64364,23690.34633,-2639.431662,,38040.05587,30290.63571,10975.16972,,40369.37625,30432.34557,9612.098211,,38239.33679,34100.32513,16182.43753,,38601.60314,29628.41319,8532.56845,,
37688.73058,23678.44687,-22785.9717,,38007.37712,32514.45728,12375.76927,,39840.78879,32147.26343,-1375.633295,,39115.31906,35639.40327,16260.55019,,38663.05389,30994.89271,1118.678616,,
37799.08804,30358.82411,-2743.449872,,39287.64775,34408.82505,10438.6515,,40120.59557,33010.90187,9580.53337,,39216.05906,31308.80857,154.6607794,,39105.8476,32271.8399,4357.598944,,
38285.1154,32108.88338,14548.0912,,39708.80845,29337.14954,1022.234184,,40302.624,34092.85955,16314.91782,,39450.97801,32063.97887,9588.904762,,39436.88146,31900.71784,10368.53699,,
39890.50504,28459.16009,-2022.017503,,39799.53764,33745.89812,3608.783206,,40809.84797,33134.48463,10821.7937,,39501.65693,23956.72853,-17095.03455,,40000.3869,29824.06784,-1171.618787,,
39903.05541,33516.44669,4268.548742,,39913.84651,36932.68582,21461.49361,,41085.32349,36684.86973,23158.99093,,39516.21019,33306.9441,5422.409297,,40104.6089,35110.23659,13577.86064,,
39777.94539,29974.21369,-7194.503954,,39913.84651,35814.98844,22947.56998,,41101.02998,34247.56527,11668.87425,,39344.09039,30470.88228,2713.14137,,40034.22807,32626.91242,7533.770411,,
40058.13171,34364.55972,-812.419372,,39907.73936,32931.42393,10347.619,,41101.02998,32977.89058,8019.450471,,39259.80137,33536.40984,-965.6094962,,40081.67561,33452.57102,4147.260151,,
41064.82186,31145.56531,2861.104159,,40562.00417,31240.93748,11896.104,,41305.86467,37550.96673,17639.5723,,39719.7527,31505.66907,11997.85862,,40663.11085,32860.78465,11098.65977,,
41155.06614,36324.80386,14268.38093,,41738.8649,35339.07736,19370.56256,,41370.04574,31475.71601,-3630.581998,,39620.0573,29584.61752,-731.5147264,,40971.00852,33181.05369,7319.211692,,
41060.97133,34572.42902,6938.265825,,41887.48081,31604.60196,14907.77949,,41261.68052,34944.61297,16323.67397,,39933.70677,33194.95724,14614.38336,,41035.95986,33579.1503,13196.02566,,
41591.83327,36840.35609,12253.62961,,42311.82784,36125.01107,12199.83325,,41244.93507,27389.19533,-2643.232184,,39936.41607,34899.39762,21548.01736,,41271.25306,33813.49003,10839.56201,,
41749.26754,32290.94417,14438.11237,,42523.19998,31745.36836,5458.692547,,41377.77212,31091.83995,1362.694137,,40015.92632,30071.92229,-9275.804985,,41416.54149,31300.01869,2995.923516,,
41767.21864,37080.18271,17442.69188,,41999.21447,37397.27672,22952.12592,,41718.92219,33114.91103,13935.38282,,39622.94862,24936.88062,-17957.45933,,41277.07598,33132.31277,9093.185322,,
42005.74189,34825.73791,20384.25166,,42031.88007,34099.24877,-6841.709575,,42084.52629,35145.61438,18524.29752,,39613.60909,33582.96887,7962.413158,,41433.93934,34413.39248,10007.31319,,
42106.4704,35576.65592,13494.84465,,42196.62982,31374.38249,-7165.986022,,42217.9591,32823.39609,11283.46447,,39976.78763,30181.05604,8985.667732,,41624.46174,32488.87264,6649.497708,,
42106.4704,34032.15505,9149.826178,,42547.45971,38293.35837,24284.02525,,42465.66348,37873.77064,22749.90226,,40085.42001,29688.03517,-7441.066641,,41801.2534,34971.82981,12185.67176,,
42106.4704,32769.18548,23346.54806,,42567.93837,36163.3658,13098.75695,,42454.17032,36676.5122,16838.53273,,40078.97307,32937.34625,-10558.34289,,41801.88804,34636.60243,10681.37371,,
42376.41134,38519.51154,17640.02544,,42567.93837,38832.0009,24228.06284,,42654.2967,36179.29604,14627.79576,,40240.06333,33807.31603,10992.61461,,41959.67744,36834.53113,16872.12466,,
42542.01909,35997.60629,20056.3833,,42643.75628,39414.67543,18644.38059,,42683.85344,37946.46993,14978.43377,,40718.48643,32141.88072,13794.88901,,42147.02881,36375.15809,16868.52167,,
42273.90762,36737.31834,14607.40736,,42643.75628,38531.10359,11417.11233,,42787.63542,30886.45505,-2027.086941,,40222.52323,31707.38925,14696.52556,,41981.95564,34465.56656,9673.489578,,
42315.31706,33687.6335,15899.10123,,42643.75628,36405.27584,15114.99282,,42942.04822,29268.67306,5377.591605,,40286.96263,35580.77446,9168.725052,,42047.02105,33735.58921,11390.10268,,
42494.23185,31195.77398,-5071.25046,,42952.01593,37353.88418,18304.36903,,43318.22243,32252.41674,-12906.15413,,40547.0081,35010.30397,14717.76113,,42327.86958,33953.09472,3761.181393,,
42695.3385,33303.39662,-6894.388887,,42902.81297,37259.79886,20585.06517,,43538.19338,31259.7028,-2706.236883,,40953.64641,32832.44852,-3652.492455,,42522.49782,33663.8367,1832.986736,,
42658.22254,38000.81099,5695.566348,,43380.98447,35280.3691,-5309.392329,,43674.08445,36416.71789,17300.40186,,40899.84719,32005.26978,-7237.692309,,42653.28466,35425.79194,2612.220892,,
42852.22737,36504.86868,12070.55942,,43316.22233,37915.15633,20601.5016,,43557.182,36677.55973,2958.732854,,40899.84719,36523.72959,14033.32872,,42656.36972,36905.32858,12416.03065,,
42855.98988,36020.38813,7342.679755,,43291.32439,39049.94561,20544.77933,,43439.96238,34019.88563,13055.37624,,40943.02334,35803.88684,19267.65155,,42632.575,36223.52655,15052.62172,,
43158.83211,37984.9785,-5553.540461,,43291.32439,34532.97986,-523.7387879,,43439.96238,39573.57754,18998.44243,,41111.34423,33124.66987,4361.072243,,42750.36578,36304.05144,4320.558856,,
