65126.2815,10213.90672,-34913.10971,,53683.46393,7092.293709,-41972.54753,,53612.36287,8305.919652,-42078.79242,,53610.73906,9736.147841,-35812.30033,,68415.36103,8677.150923,-50313.1186,,52737.23842,10420.15045,-51951.95938,,54653.83701,8130.773722,-42731.08674,,61330.75907,9232.561996,-41899.0339,,58079.88624,9350.897425,-33621.47891,,57916.65879,9017.755827,-41699.26972
63187.13755,32776.60758,-99788.70729,,55054.34336,21355.88076,-92336.72642,,62166.15126,16547.31288,-103115.452,,49760.9073,20220.17934,-102949.4103,,77944.30629,31256.90531,-87506.35656,,62227.53476,18028.57303,-92083.96048,,70650.60556,25208.08538,-109585.3028,,56139.81088,28896.55814,-69632.42675,,55095.97601,21096.23153,-93645.22842,,61358.53033,23931.81488,-94515.95233
68768.46735,34318.19028,-40930.16818,,51401.82634,22457.13256,-118549.5453,,66967.95455,30052.98674,-99725.46891,,63786.40001,32760.76485,-79783.98994,,93165.18605,56089.93736,-72110.72975,,64070.09526,32751.34696,-79871.74875,,77170.61077,40013.89976,-74779.27946,,59481.61362,33210.13435,-98866.26156,,54957.37197,30754.14933,-75424.96188,,66641.05844,34712.06024,-82226.90597
75982.35715,26449.89097,-103183.1196,,65256.95582,24614.17781,-78192.34839,,81405.22044,56521.93925,-47739.51223,,63166.84864,35792.0851,-95334.15527,,87655.8395,58582.72473,-100575.3736,,52616.38059,28578.55502,-56850.7242,,76777.73582,39190.92407,-128386.9744,,67530.42458,29983.59768,-69295.79567,,59465.78615,33448.21667,-94188.79233,,69984.17208,37018.01237,-85971.86619
73970.29097,44593.47888,-53260.04279,,70243.3619,33517.99057,-105032.2066,,80438.62413,55778.73856,-82832.76664,,60611.74783,35330.20786,-89173.66834,,105327.5226,76121.26643,-20291.12324,,58164.42132,26438.08224,-84878.94164,,90914.51962,51108.59861,-79686.14846,,66307.02609,34545.55775,-88404.77989,,71755.98546,35826.84041,-72261.34746,,75303.72221,43695.64015,-75091.22501
77124.45268,57337.31487,-23068.15899,,62709.8703,32871.42062,-78465.87298,,89721.94095,61298.75425,-25444.30359,,69355.70773,37146.30822,-90855.39448,,97012.52317,74813.59428,-45701.09034,,62156.52487,32927.29976,-82930.81622,,86792.236,62669.47103,-60897.76735,,65517.92362,32891.72529,-72156.82262,,62103.051,34117.9666,-59782.78413,,74721.58115,47341.53943,-59922.55675
81396.65557,55780.13435,-68492.22075,,63680.46305,34209.65391,-75743.42321,,84410.38324,62070.08563,-40923.78401,,58082.69428,38813.99024,-77942.59514,,102452.0349,60575.22559,-74135.87029,,56297.54921,31375.17397,-59033.08266,,90974.17706,71330.97463,-48781.46145,,71535.01101,35793.45571,-60539.87123,,67745.42804,40037.96892,-71112.93267,,75174.93293,47776.29588,-64078.36016
85030.59671,61594.90984,-12333.4436,,73978.16179,43004.83785,-88660.07378,,95574.93863,67597.03011,-37544.50202,,65202.44522,32198.14252,-95417.82169,,103130.5183,75620.11191,-68546.66455,,64140.50089,36716.27566,-40773.34177,,95401.54069,75698.71936,-12692.35659,,78343.78168,46631.85991,-69543.62327,,67423.42546,34804.16312,-58684.79043,,80913.98993,52651.78336,-53799.62419
92212.0992,70229.49402,-24213.18008,,79121.33873,51906.23826,-33016.51272,,88257.14308,73404.35573,-28366.22421,,62982.0178,36539.45898,-95791.83056,,96333.57297,67077.83873,-82663.10469,,78060.29157,43171.50875,-48482.10645,,91060.29964,71328.07737,-37629.14721,,87734.67256,52286.2659,-44044.67346,,63922.09409,37162.63397,-60380.94769,,82187.05885,55900.65241,-50509.74745
93261.02288,75796.7888,-28094.43087,,80102.09352,61138.31444,-38214.52026,,93837.25673,74163.50552,-25314.13407,,62504.22249,39753.49607,-60164.27564,,101532.6237,71297.73145,-61188.97583,,79364.21584,55849.22557,-47268.19847,,101720.9061,76529.24236,-35177.47547,,78530.1643,50973.3989,-94877.91645,,72945.2896,36817.14061,-77137.6816,,84866.42168,60257.6493,-51937.51207
