82046.30098,82046.30098,,68030.23735,67950.38859,,43044.2133,43044.2133,,64533.15084,64533.15084,,40408.28709,40408.28709,,61113.25191,61113.25191,,64740.9084,63745.08405,,77770.20127,77770.20127,,51926.97463,51926.97463,,61512.61397,61393.09474
92345.42195,92345.42195,,83779.18607,83566.74058,,68147.28909,68147.28909,,95802.5946,95802.5946,,68900.66924,68737.20156,,79460.93139,79460.93139,,85394.90539,84933.40965,,83610.09384,82521.88855,,66702.32218,65456.18285,,80460.37931,80107.96225
99529.27783,99529.27783,,89356.52202,88099.79196,,76195.47227,74113.34726,,97487.39466,96403.90745,,82265.84939,81662.60675,,100153.9695,100153.9695,,89764.46597,87648.48863,,91485.16637,89446.20528,,87726.11566,87726.11566,,90440.47041,89420.41226
104871.2151,104871.2151,,102036.3761,100495.2626,,83602.59908,82215.49276,,97487.39466,96555.87543,,95826.40683,95826.40683,,106487.253,105434.251,,101252.1181,101252.1181,,94744.07372,94194.19425,,95744.82797,95744.82797,,98005.80717,97398.84934
107064.7225,107064.7225,,108966.9832,108966.9832,,90660.39779,90660.39779,,97534.52509,96959.66946,,107448.1472,107448.1472,,107868.0499,106078.9836,,109073.2389,108713.6386,,102440.284,99844.7387,,101047.9099,100643.8906,,103567.1398,102931.2413
117816.1725,117816.1725,,109788.3706,109788.3706,,96398.84922,95645.72847,,105106.1549,105106.1549,,108240.6935,105328.4128,,107933.8052,107933.8052,,114600.2152,114600.2152,,105993.3056,103268.9271,,105849.5502,105849.5502,,107969.6797,107259.7041
117841.3266,115672.8377,,114457.1526,114457.1526,,103361.0459,102462.194,,107496.9353,104452.0524,,111848.1603,111848.1603,,114023.8,112596.2331,,117095.4248,116558.8824,,106486.1901,106329.6128,,107390.9368,106636.0896,,111111.2192,110112.5794
117841.3266,116977.6707,,117734.4935,117248.2145,,110277.7203,109378.0115,,111728.1876,110588.2146,,112971.1477,111474.0666,,118849.1894,118617.6627,,120847.0625,120847.0625,,108355.6436,107355.7159,,107390.9368,106363.2636,,113999.5231,113205.5425
121336.3099,121336.3099,,117734.4935,116106.9152,,111328.432,110774.9563,,116083.3199,116083.3199,,115014.6822,113506.9243,,122298.7683,119959.329,,120847.0625,118684.6846,,108355.6436,104297.0683,,108463.9612,108463.9612,,115718.0748,114357.0521
121649.842,120408.3712,,117734.4935,115774.4993,,113933.7355,113933.7355,,119899.4613,119091.1622,,115014.6822,111605.5092,,124691.2821,124691.2821,,121841.3246,121183.8093,,108373.5685,107310.3154,,116124.0757,108927.213,,117695.8295,115880.6553
121666.3976,120505.3265,,120204.7531,118897.7761,,118768.6228,117972.0101,,124182.604,119783.4305,,115014.6822,109591.3556,,125055.0504,122016.1703,,122510.4845,119550.6972,,113430.3338,113430.3338,,116124.0757,111364.4029,,119661.8893,117012.3892
121896.1515,121377.5988,,120281.6619,118950.4245,,118768.6228,118668.7282,,124182.604,123972.9513,,115014.6822,110874.1319,,125397.7661,122074.7219,,122510.4845,121373.5859,,113656.9227,111141.0618,,119123.2202,116194.2996,,120092.4573,118291.9449
121896.1515,121886.0437,,125741.8403,125461.5392,,119801.8306,119041.1208,,125497.0144,123020.7385,,115441.9023,115441.9023,,125397.7661,124420.1732,,122510.4845,122006.1656,,113656.9227,112510.0056,,119123.2202,116828.1172,,121007.4592,120068.4229
