27943.07316,-7852.33192,-49364.79726,,25108.5072,-4844.079583,-40254.22091,,38898.82348,-3914.811981,-35859.74715,,37672.92549,-1129.659214,-48261.48437,,36161.65734,-4708.071856,-44389.79067,,34043.74132,-4701.739522,-52178.42294,,46220.90792,-1433.120438,-34038.21165,,41140.77226,-3401.922205,-54998.3301,,31593.96734,-2134.258762,-42156.39011,,35420.48617,-3791.110609,-44611.26613
33994.54176,11658.47242,-29491.91466,,39746.92612,16692.59309,-26920.18466,,30181.30654,12084.56638,-20134.10574,,43980.63493,17982.3968,-26531.53984,,33210.70928,11406.18563,-19355.49708,,33510.61851,17345.5909,-29876.60539,,36641.19761,17884.04194,-42839.21988,,61191.91572,15799.08099,-49607.80894,,42355.32167,17585.85778,-25293.29012,,39423.68579,15382.08732,-30005.57403
39258.78388,16977.14241,-17853.22406,,49885.20325,26640.86473,-13050.69217,,46674.24158,23498.79865,-14998.64507,,49671.98961,34914.48779,-12432.29619,,41877.35545,27179.97591,-7293.35801,,39041.1157,20563.93493,-20835.54497,,45232.92751,20351.60466,-20455.39646,,54487.07747,33816.05606,-41162.62126,,40040.3452,19355.65466,-26336.16869,,45129.89329,24810.94665,-19379.77187
38234.28832,26628.10686,-3584.146195,,46046.02412,26190.04769,-52258.88955,,52794.31625,25820.3495,-16740.96218,,53742.12484,31480.93418,-20364.77559,,39958.63246,26724.30574,-19458.29532,,48832.53151,31033.00939,-14994.66198,,43032.10108,25825.55785,-56909.29658,,53190.08321,32920.26482,-40356.08668,,42282.58854,18749.28176,-19532.22689,,46456.96559,27263.53975,-27133.26011
47044.94202,27913.06399,-16049.8755,,45262.19999,28771.12387,-26085.62207,,42308.13834,27239.32641,-24748.14766,,57768.00612,33318.93795,-21891.01776,,45181.28193,27813.71284,-7858.583935,,53242.90596,34568.68546,-2135.150102,,45640.43123,27513.76839,-14371.83051,,55474.8249,32096.5581,-42385.81599,,43049.21622,21982.39711,-17549.45849,,48330.2163,29024.1749,-19230.61134
48790.00245,30461.93304,6540.485257,,58969.52418,35784.14578,-2358.872358,,43797.23993,31759.75853,-20135.77243,,56912.72107,38793.58767,-37156.52731,,47130.69912,23423.89104,-12624.11781,,58865.26205,35507.26331,597.477056,,45001.61033,28390.18294,-14753.61435,,51620.30856,36017.83295,-42701.75085,,43608.75397,23259.42721,-31557.70753,,50521.7913,31488.66916,-17127.82226
44609.5973,27853.50922,-18417.79972,,56624.19538,37814.08936,77.95765833,,47681.94053,28696.63742,-8621.512734,,54320.62274,44596.34999,-8863.542987,,51811.6858,33955.01132,-4624.379151,,55661.8621,37649.7628,1348.416587,,47978.41987,26345.43762,-15904.25141,,48346.93735,34210.01393,-17019.26001,,55131.4349,39320.07061,8475.875287,,51351.85511,34493.43136,-7060.944053
48633.80435,31992.77772,4324.579332,,66022.43282,47410.97729,13529.89164,,55270.06843,36953.57187,3591.089631,,65438.07309,47151.5389,13644.38802,,60229.99365,32663.09499,-12148.87695,,59860.20896,48639.05827,24433.01839,,54542.53803,29260.49382,-10550.7667,,52123.10207,33617.60543,-15484.72662,,51837.94755,41795.45075,12621.52812,,57106.46322,38831.61878,3773.347208
56206.28042,37550.12856,-8480.091304,,63583.2554,49350.94601,18128.32192,,52941.10982,37814.94179,-4879.034704,,62399.31284,45870.4117,-9569.126977,,59723.28922,38534.63562,-6944.835436,,65553.42517,50879.1218,-7026.155413,,53009.31023,34651.01892,-17239.77147,,56419.75126,39317.75149,-6047.170975,,56202.35933,45445.50085,19982.89799,,58448.67708,42157.16186,-2452.774041
53021.94543,40628.26194,9618.024692,,62603.81944,48731.30705,10392.07516,,51040.75402,34519.31281,-24196.4244,,65730.63811,48287.74252,5116.464234,,59716.483,43015.3906,-12226.31932,,67766.37548,55270.33506,12415.86041,,63325.23762,41007.13031,8065.002121,,59768.49636,41207.44494,-10014.7518,,57851.50884,46756.61965,17673.42076,,60091.69537,44380.39388,1871.48354
60445.69455,43377.83299,22977.24445,,66666.43083,48122.40401,23386.5852,,52047.24623,34881.05508,3008.634915,,66684.28241,46906.2546,-3605.225029,,56666.9098,43737.32406,7823.52341,,65095.04139,58712.70494,33608.94861,,56181.39298,44641.58282,-2598.695604,,62056.35875,40908.18065,-2301.722318,,59433.41115,46842.98691,22975.73993,,60586.30757,45347.81401,11697.22595
58552.05387,41413.86061,19446.79836,,63561.0415,50925.30705,5348.530551,,53232.40126,38548.61615,-10894.10524,,61082.89073,44877.43338,4458.769205,,58073.25009,46832.02213,17316.50577,,67405.83024,56055.43784,29673.68252,,61434.88174,47197.80781,11506.13337,,63844.08623,45702.19993,8865.494396,,59690.96556,46367.97058,7909.148114,,60764.15569,46435.62839,10403.43967
