8781.168661,8532.97372,,6354.486832,6354.486832,,7698.173876,7314.254594,,6960.76252,6960.76252,,8329.321984,8328.287757,,9229.848101,7689.268237,,5728.7937,4720.475414,,8721.903146,8186.426892,,4058.014268,4058.014268,,5550.571436,4242.310051,,7141.304452,6638.726029
8781.168661,8468.204468,,6534.445129,5147.428933,,9180.921207,8082.74565,,8261.348602,7730.663103,,10061.85615,9347.370426,,9229.848101,8815.45399,,7120.601791,6517.219528,,9952.641194,9477.175567,,4430.272018,4230.154774,,7696.905545,6730.574261,,8125.00084,7454.69907
9936.726629,9936.726629,,8788.023947,8788.023947,,9180.921207,7639.014619,,8520.513484,6992.649467,,11136.43988,9658.572424,,10049.47925,9074.591342,,10779.47839,10589.8954,,10230.78819,10230.78819,,6088.879307,5145.266627,,8954.432101,8418.581613,,9366.568238,8647.411026
10404.29192,9826.081122,,9338.453455,8137.241752,,9963.993165,9671.893443,,8847.531951,7432.939813,,11136.43988,8264.085916,,10118.24446,8427.085753,,10779.47839,8892.215545,,12604.83732,12013.86735,,9976.928421,9976.928421,,8954.432101,7445.751333,,10212.46311,9008.809045
10404.29192,9543.730338,,9726.965011,9726.965011,,10509.47171,8653.496724,,10214.72991,9233.560163,,11140.99405,9829.308494,,10118.24446,9042.912727,,11779.13878,11367.84152,,12604.83732,11545.36386,,11677.01803,9813.436061,,10388.82902,8941.908573,,10856.45202,9769.852347
10450.27074,9090.204211,,10364.28346,10364.28346,,10509.47171,10111.11143,,10214.72991,9307.905595,,11557.64187,10076.87937,,10250.52918,10169.29488,,11779.13878,10675.50162,,12604.83732,10077.66695,,11677.01803,9548.782259,,10388.82902,8027.709368,,10979.675,9744.933914
10450.27074,9552.649025,,10364.28346,8453.614802,,10509.47171,9223.256477,,10389.9839,10055.0784,,11557.64187,8775.086898,,10801.78867,9685.804738,,11779.13878,10633.86085,,12604.83732,10197.88656,,11677.01803,10184.79844,,11012.84293,9718.430668,,11114.72774,9648.046686
10450.27074,9031.357048,,10364.28346,9376.203401,,10509.47171,8247.539809,,10389.9839,9090.367533,,11557.64187,9152.692543,,12002.41978,10376.17354,,11779.13878,10726.28839,,12604.83732,11636.26786,,11677.01803,9683.633164,,11012.84293,8310.150164,,11234.79085,9563.067345
10450.27074,8406.578529,,10364.28346,8784.99506,,10509.47171,8371.14864,,10389.9839,8513.024428,,11686.16247,10637.29194,,12002.41978,9880.151563,,11779.13878,10679.83713,,12604.83732,11813.23947,,11677.01803,10258.86433,,11012.84293,8825.847822,,11247.64291,9617.097891
10450.27074,8883.153376,,10364.28346,8634.365941,,11541.37009,10503.54501,,10389.9839,8435.179542,,12017.193,10160.3546,,12002.41978,11510.79081,,11779.13878,9230.481398,,12604.83732,11057.66611,,11677.01803,9919.323926,,11012.84293,10257.24973,,11383.9358,9859.211044
10652.96695,8635.387315,,10364.28346,8990.606175,,11541.37009,9498.088859,,10389.9839,9994.600339,,12017.193,10348.7983,,12002.41978,9867.375781,,11779.13878,10633.6213,,12604.83732,10705.03524,,11677.01803,9245.169833,,11012.84293,8523.837664,,11404.20542,9644.252081
11438.99412,10390.204,,10364.28346,9284.391784,,11541.37009,10272.11639,,10389.9839,8146.323655,,12017.193,11124.25398,,12002.41978,8146.524905,,11779.13878,10557.04941,,12604.83732,10094.25631,,11677.01803,9602.251398,,11764.96093,10184.79905,,11558.01994,9780.217088
11438.99412,9395.207774,,10458.32076,10152.77696,,11541.37009,10592.57523,,10389.9839,8964.304757,,12017.193,9954.557493,,12002.41978,10743.18499,,11779.13878,10773.14104,,12604.83732,11425.66225,,11677.01803,10598.00082,,12373.5675,10436.32672,,11628.28433,10303.5738
11438.99412,8751.517846,,10458.32076,9322.601609,,11541.37009,9564.785295,,10389.9839,7741.153675,,12017.193,8648.716137,,12770.38101,11408.0821,,11779.13878,9936.753263,,12604.83732,9869.810876,,12556.83234,10735.98829,,12373.5675,10645.3868,,11793.06188,9662.479589
11474.18967,11281.71225,,10738.98439,10738.98439,,11541.37009,7727.818915,,10877.86551,10684.23786,,12017.193,10484.48848,,12770.38101,11234.64908,,11779.13878,10853.77928,,12604.83732,11937.43076,,12556.83234,9766.809047,,12373.5675,11089.981,,11873.43596,10579.98911
11474.18967,10653.37087,,10980.8103,10662.99696,,11541.37009,10095.11542,,10877.86551,9804.256255,,12017.193,9489.745616,,12770.38101,10278.71189,,12298.69237,12297.3163,,12604.83732,11181.50577,,12556.83234,11380.07459,,13109.85685,11704.23131,,12023.20285,10754.7325
12510.37249,12097.31116,,11176.70816,10318.31028,,11541.37009,10509.2326,,10877.86551,8878.033568,,12017.193,11093.67584,,12770.38101,10114.99048,,12620.42343,11250.03636,,12604.83732,10860.08291,,12556.83234,11322.24714,,13109.85685,12278.00984,,12178.58402,10872.19302
13006.81203,12495.53412,,11176.70816,9924.47895,,11541.37009,10110.72917,,10877.86551,9252.836455,,12017.193,10362.87768,,12770.38101,12220.97736,,12620.42343,11264.77756,,12604.83732,10263.71254,,12556.83234,11532.2231,,13109.85685,11984.15975,,12228.22797,10941.23067
13006.81203,10995.00477,,11176.70816,9759.291767,,11724.88739,10739.38939,,11393.02654,10233.25513,,12017.193,8755.325398,,12770.38101,10349.64403,,12620.42343,11341.00056,,12604.83732,9884.603743,,12556.83234,9696.649009,,13109.85685,10362.40128,,12298.09581,10211.65651
13006.81203,11663.24759,,11176.70816,8924.490847,,12708.84798,11788.02535,,11393.02654,10447.09727,,12017.193,10380.98242,,12770.38101,8583.29465,,12620.42343,11964.729,,12604.83732,9846.141691,,12556.83234,10681.06072,,13109.85685,11465.34728,,12396.49187,10574.44168
13006.81203,11360.78253,,11176.70816,9144.806041,,13454.50438,12359.34624,,11393.02654,9979.020317,,12017.193,10851.98952,,12770.38101,11737.78004,,12620.42343,11761.35351,,12604.83732,11391.40939,,12556.83234,10757.65956,,13109.85685,11797.21104,,12471.05751,11114.13582
