3106.260448,3106.260448,,-797.9247689,-797.9247689,,-1101.312123,-1101.312123,,-1156.984787,-1156.984787,,866.695575,866.695575,,1164.188085,1164.188085,,3027.988398,3027.988398,,3098.055336,3098.055336,,1336.547521,1336.547521,,954.3513684,954.3513684
3167.469565,3167.469565,,-359.3386688,-359.3386688,,-851.3855408,-851.3855408,,-732.3154953,-732.3154953,,1233.126194,1233.126194,,1219.431274,1219.431274,,3479.278247,3479.278247,,3198.422106,3198.422106,,1477.102053,1477.102053,,1183.178973,1183.178973
3380.30248,3380.30248,,-178.0992664,-178.0992664,,-529.0398805,-529.0398805,,-218.2320544,-218.2320544,,1290.039588,1290.039588,,1426.374218,1426.374218,,3484.235194,3484.235194,,3338.770112,3338.770112,,1588.397981,1588.397981,,1358.274837,1358.274837
3441.638854,3441.638854,,146.3496331,146.3496331,,-84.55816358,-84.55816358,,236.6515272,236.6515272,,1413.179412,1413.179412,,1697.008075,1697.008075,,3618.600884,3618.600884,,3541.104705,3541.104705,,1712.585105,1712.585105,,1572.256003,1572.256003
3525.506714,3525.506714,,438.3860562,438.3860562,,102.2724487,102.2724487,,470.975453,470.975453,,1443.595141,1443.595141,,1820.812844,1820.812844,,3659.059064,3659.059064,,3631.671478,3631.671478,,1830.728277,1830.728277,,1692.300748,1692.300748
3617.405724,3617.405724,,725.8670189,725.8670189,,378.7446672,378.7446672,,594.0378859,594.0378859,,1520.755144,1520.755144,,1921.341953,1921.341953,,3681.721476,3681.721476,,3705.895424,3705.895424,,2011.869228,2011.869228,,1815.763852,1815.763852
3705.580284,3705.580284,,863.8962159,863.8962159,,593.0381546,593.0381546,,702.4056455,702.4056455,,1678.268896,1678.268896,,2077.756293,2077.756293,,3709.662332,3709.662332,,3857.051585,3857.051585,,2214.624084,2214.624084,,1940.228349,1940.228349
3828.204562,3828.204562,,962.6656995,962.6656995,,877.3579749,877.3579749,,774.5434608,774.5434608,,1797.148545,1797.148545,,2300.822553,2300.822553,,3725.143479,3725.143479,,3910.617439,3910.617439,,2285.179651,2285.179651,,2046.168336,2046.168336
3869.590532,3869.590532,,1084.127832,1084.127832,,959.5885327,959.5885327,,885.3661412,885.3661412,,1865.710363,1865.710363,,2320.807617,2320.807617,,3742.685188,3742.685188,,3963.515361,3963.515361,,2427.499983,2427.499983,,2111.889155,2111.889155
3912.928623,3912.928623,,1185.447078,1185.447078,,1078.438327,1078.438327,,948.643966,948.643966,,1913.127722,1913.127722,,2417.866757,2417.866757,,3808.438081,3808.438081,,4024.478714,4024.478714,,2495.123796,2495.123796,,2178.449306,2178.449306
3950.376533,3950.376533,,1307.00436,1307.00436,,1219.46236,1219.46236,,1077.173109,1077.173109,,1935.961824,1935.961824,,2564.313938,2564.313938,,3985.863486,3985.863486,,4106.616986,4106.616986,,2611.67403,2611.67403,,2275.844663,2275.844663
4057.709333,4057.709333,,1411.923815,1411.923815,,1274.884615,1274.884615,,1321.071742,1321.071742,,1983.592919,1983.592919,,2676.465198,2676.465198,,4021.575709,4021.575709,,4130.784178,4130.784178,,2642.338173,2642.338173,,2352.034568,2352.034568
4076.570394,4076.570394,,1447.179311,1447.179311,,1373.017691,1373.017691,,1410.2793,1410.2793,,2047.788675,2047.788675,,2777.865158,2777.865158,,4047.738195,4047.738195,,4188.918674,4188.918674,,2757.772503,2757.772503,,2412.71299,2412.71299
4089.682344,4089.682344,,1660.689153,1660.689153,,1478.247825,1478.247825,,1670.793782,1670.793782,,2151.917339,2151.917339,,2861.673958,2861.673958,,4169.630355,4169.630355,,4237.078243,4237.078243,,2823.151205,2823.151205,,2514.28642,2514.28642
4175.469851,4175.469851,,2019.945962,2019.945962,,1479.17763,1479.17763,,1839.20294,1839.20294,,2193.501967,2193.501967,,2904.500778,2904.500778,,4177.483984,4177.483984,,4285.239383,4285.239383,,2886.876844,2886.876844,,2596.139934,2596.139934
4184.145819,4184.145819,,2121.208127,2121.208127,,1665.255057,1665.255057,,1959.083934,1959.083934,,2242.94388,2242.94388,,2926.353692,2926.353692,,4199.128133,4199.128133,,4323.041202,4323.041202,,2971.696682,2971.696682,,2659.285652,2659.285652
4208.910026,4208.910026,,2245.220102,2245.220102,,1705.734867,1705.734867,,1976.922441,1976.922441,,2265.560922,2265.560922,,2949.066214,2949.066214,,4219.58429,4219.58429,,4347.724303,4347.724303,,3058.725472,3058.725472,,2697.744864,2697.744864
