2392.000551,1873.225289,,2756.101025,1506.759738,,2886.961466,2820.347069,,560.4929377,560.4929377,,1114.307544,580.4006278,,3177.076969,3071.280643,,1309.08644,-398.5668074,,2605.907733,2170.034437,,2503.481832,1811.396367,,1930.54165,1399.53703
2645.767161,2645.767161,,2756.101025,1342.027687,,3204.498633,1168.115518,,2984.187196,2659.981701,,1969.79028,1133.447673,,3177.076969,3153.054368,,1605.468847,963.8115206,,3006.269965,2243.839875,,2757.183759,2478.976303,,2410.634383,1778.902181
3618.270318,1986.32931,,2756.101025,489.9967116,,3204.498633,1908.324785,,3317.419208,3184.442505,,1969.79028,1674.009182,,3596.795239,3588.017909,,2296.020049,1164.505961,,3413.497383,3018.544252,,2757.183759,2261.351686,,2692.957589,1927.55223
3618.270318,2232.934792,,2780.304576,2547.243067,,3204.498633,2420.890722,,3317.419208,1467.951347,,3358.815173,3358.815173,,4127.958934,1331.668363,,2296.020049,936.7005019,,3413.497383,3382.540071,,2842.329773,1997.236674,,2895.911405,1967.598071
3618.270318,1790.65554,,2850.633428,1637.451294,,3204.498633,1607.711921,,3317.419208,3230.178448,,3471.140773,3428.267642,,4127.958934,2202.542708,,2383.294308,1766.260669,,3517.08826,2375.021781,,2842.329773,2535.888582,,2933.263364,2057.397858
3618.270318,2532.108263,,3101.716541,3097.303883,,3204.498633,1495.259223,,3499.153433,2415.35207,,3471.140773,2961.709735,,4127.958934,3722.997464,,2714.270644,2476.741773,,3517.08826,3085.251834,,2842.329773,1913.717367,,3009.642731,2370.044161
3618.270318,3392.251522,,3101.716541,1812.550917,,3204.498633,1134.66116,,3499.153433,1375.454834,,3471.140773,2898.198616,,4127.958934,3378.283248,,2714.270644,1548.783206,,3517.08826,1464.445123,,2842.329773,2787.736147,,3009.642731,1979.236477
3618.270318,2251.778463,,3101.716541,1415.945709,,3204.498633,2060.147045,,3499.153433,2118.046141,,3471.140773,3364.311021,,4127.958934,3351.550377,,3083.358775,2710.650579,,3517.08826,3055.804524,,2842.329773,1886.452028,,3046.551544,2221.468589
3618.270318,3069.439761,,3101.716541,2034.79684,,3204.498633,2616.148905,,3726.42605,3726.42605,,3471.140773,2937.564399,,4127.958934,3332.296077,,3100.916046,1463.864369,,3517.08826,2783.130917,,2842.329773,2639.341398,,3071.034533,2460.300872
3618.270318,3120.013368,,3101.716541,2053.982398,,3204.498633,1774.673351,,4001.833366,3441.103024,,3471.140773,2561.677303,,4127.958934,3280.670277,,3100.916046,2415.07369,,3689.696843,3307.298548,,2842.329773,2307.916597,,3115.836123,2426.240856
