3229.699955,393.2012192,-2970.975014,,2509.578262,156.1679037,-2767.975343,,3074.927293,554.2075113,-1900.44009,,3350.440075,378.7517077,-2481.590583,,3646.056606,528.5244628,-2829.036429,,2645.03456,490.8212493,-2950.834733,,2932.637143,467.6581307,-3190.492141,,2932.598474,366.8397073,-3016.404896,,3460.888228,341.3957917,-2763.760945,,2872.416497,462.1155324,-2034.316518,,6758.15,413.9683216,-2690.582669
3710.712036,2582.723934,70.37719079,,2943.492181,2004.508247,-2226.699107,,3742.409705,2439.17191,-575.4217478,,3389.81703,2136.480864,-2208.711651,,3511.768146,2084.31019,-1820.371683,,3150.357789,1955.172471,-1823.663574,,3198.034718,2071.621803,-440.4247096,,3257.69268,2047.184268,-754.0952938,,3732.790429,2311.841226,-1256.418537,,3457.474915,2118.291618,-1342.827,,,2175.130653,-1237.825611
3761.536025,3015.945748,-892.4281765,,3056.653876,2261.677178,272.2096045,,3896.801619,3100.385713,-411.7440533,,3572.57526,2984.803375,-1440.740975,,3812.500796,2636.407415,-826.2353593,,4113.003387,2635.875104,811.6909278,,3393.271144,2732.316429,-457.5565962,,3612.945837,2424.102627,-815.6345738,,3575.266083,2764.955098,-278.7381907,,3647.129757,2715.382529,-722.7215516,,,2727.185122,-476.1898944
3908.268293,3201.383398,-969.2511173,,3331.270816,2577.905742,601.0044276,,4085.587336,3126.491965,-881.4044123,,3637.977106,3076.360887,793.4524134,,3844.155217,2846.200879,-274.8011205,,4288.13312,3001.869312,-3090.39915,,3602.975082,2827.574376,-1228.290244,,3456.499456,2685.198664,-461.4703629,,3580.5892,2992.38935,-734.9933102,,4044.188281,3277.495167,-1529.22912,,,2961.286974,-777.5381997
4276.805267,3488.383676,1088.218083,,3490.778492,2732.280086,-1939.289976,,4058.494938,3260.613178,-1699.659309,,3804.194674,2903.571769,858.3857495,,3434.954908,2895.4177,-1186.691716,,4148.232862,3209.316332,546.6177768,,3868.145095,2884.59508,-863.9305102,,3833.044619,3134.634047,-47.35148525,,3952.67411,3023.825453,-1967.574299,,4255.056694,3361.188524,-1018.118283,,,3089.382584,-622.939397
4010.28434,3447.079748,395.244496,,3586.160539,2621.543117,493.9473857,,4323.431042,3579.141775,2197.19237,,3804.690689,3071.779263,437.9588331,,3678.513789,2708.422459,-920.8699987,,4051.289575,3450.273522,-204.9000162,,3916.032127,2955.871496,874.8751451,,4030.410643,3376.180347,181.8981261,,3969.795593,3011.749681,322.9519593,,4174.757334,3162.604462,-117.408966,,,3138.464587,366.0889334
4290.775238,3377.45872,-1452.524842,,3463.688986,2640.965678,742.1640651,,4212.751827,3600.308213,1251.720249,,3985.93716,3106.699932,181.1729915,,3656.954522,2851.604536,-248.2300191,,3985.482268,3305.256268,345.3843009,,4040.904581,3417.898991,1515.555903,,4038.694719,3347.235896,1637.844705,,3793.882005,3157.746369,1717.069941,,4421.748552,3271.422085,-2083.963189,,,3207.659669,360.6194106
4440.617624,3740.560939,-549.2562999,,3608.904272,2764.955307,-37.94476566,,4406.544855,3715.252332,944.9146044,,3627.842718,2918.410728,-908.8414773,,3725.246165,2932.225067,511.266485,,4575.581563,3496.703363,433.3595707,,4124.903699,3466.420333,-601.271422,,4303.984253,3291.926993,1320.118961,,4110.571482,3147.981252,207.2167328,,4502.266609,3712.929518,1382.498459,,,3318.736583,270.2060848
4377.627205,3475.40432,475.0231204,,3789.743306,2792.818639,311.8480331,,4361.966071,3869.981038,2702.282518,,3916.337258,3230.484138,-1565.027122,,3759.970337,2978.457933,-467.4960201,,4196.248071,3543.572253,746.735204,,4241.072523,3626.47363,117.2838702,,4211.755087,3569.258524,1145.50655,,3652.185188,3029.8966,101.608477,,4532.462154,3611.619109,-491.2818701,,,3372.796618,307.6482761
4486.717286,3736.116836,1227.182596,,3892.516794,3244.16113,1619.472507,,4519.012414,3809.109521,-983.5320237,,4147.671289,3234.586703,272.2113574,,3779.773384,3087.853911,-1166.828984,,4488.657117,3731.619587,950.7801643,,4363.690426,3605.406873,1569.811687,,4386.880453,3725.315251,1912.776906,,3608.301707,2968.712941,319.3705767,,4605.349059,3543.542941,-242.0944346,,,3468.642569,547.9150351
4491.324629,3755.35544,-552.7525341,,4324.852243,3291.221034,943.3554153,,4424.835466,3885.77646,2899.323662,,4230.442052,3437.584455,-843.836442,,4078.653613,2943.760914,-972.7595863,,4734.700887,3900.840578,1432.459144,,4299.414178,3792.008983,153.2545674,,4338.234626,3933.868059,1942.433,,3829.571726,3207.862681,-375.7657384,,4524.569473,3701.09983,344.8150796,,,3584.937843,497.0526568
4606.864855,4004.18721,776.0582903,,4606.604022,3802.560254,174.3615986,,4651.630726,3988.939002,891.1969514,,4229.620677,3482.696545,1381.636966,,4117.688273,3334.636691,486.7154002,,4441.225133,3901.126944,1397.782614,,4428.661183,3936.786732,2341.920388,,4404.460709,3870.974229,856.7939926,,4093.293678,3533.844495,913.1200514,,4716.448244,3840.243203,466.0910735,,,3769.59953,968.5677326
4666.237658,4061.710404,1613.363152,,4705.325509,3918.035046,1701.439311,,5000.037019,4239.65178,2523.060793,,4196.10445,3523.758419,1012.637854,,4138.581344,3359.753924,0.004099119,,4729.282143,3872.081779,1072.078985,,4500.069148,3774.130067,637.1891862,,4425.385722,3826.980953,639.6207044,,4565.425609,3407.93092,949.8114088,,4459.948886,3539.97842,75.54782911,,,3752.401171,1022.475332
4526.143746,4031.943707,282.6754452,,4429.603449,3880.126008,435.5689142,,4809.493598,4263.770086,2710.510681,,4213.561049,3627.303274,978.2288277,,4314.749041,3434.605524,-880.9607223,,4883.465056,3979.050348,1935.049156,,4312.7784,3752.808266,794.2005774,,4701.752932,3958.184337,1931.657382,,4330.168322,3651.703488,1188.684682,,4591.546724,3698.38156,-900.4388462,,,3827.78766,847.5176097
4786.415245,4011.500332,291.9203056,,4792.959256,4103.634451,74.92115223,,4754.015548,4285.323254,1161.156619,,4334.388764,3694.299911,17.94843781,,4336.428912,3488.736458,-777.453902,,5094.191574,4282.117381,2272.05461,,4426.569735,3868.768887,393.5089323,,4716.754293,4195.338392,2159.355732,,4522.234993,3799.219969,2839.375836,,4679.78735,3806.9274,775.3528139,,,3953.586643,920.8140536
4616.563036,4000.064691,955.7287485,,4986.190869,4235.621002,2610.378385,,4775.619416,4370.919338,2637.692025,,4468.023068,3895.7964,1632.90513,,4410.668696,3673.759391,1612.919182,,5124.719406,4486.828152,2530.247613,,4620.830668,3915.222222,-238.7090485,,4826.232067,4321.454096,2547.776347,,4782.932452,3911.904555,95.06033448,,4510.781686,3938.142948,-538.7160521,,,4074.97128,1384.528266
4694.535232,4147.60295,2753.92592,,5104.577117,4297.864963,-232.1064214,,4777.802597,4258.872666,3000.591552,,4413.151548,3701.488524,233.0467183,,4268.170736,3658.903316,762.0492701,,5249.787107,4719.612686,2332.311159,,4531.207185,4000.26576,-0.739636773,,4783.456262,4531.758445,2514.376059,,4986.973062,4190.64925,1870.455371,,4759.363075,4084.436158,1664.699081,,,4159.145472,1489.860907
4650.005025,4198.532428,1824.565615,,5147.229943,4639.1113,3447.245462,,4865.732198,4436.429179,2693.492446,,4648.251943,3766.154784,1303.000568,,4529.679859,3813.114512,1232.737555,,5310.234257,4755.617827,1990.670641,,4690.153338,3981.66948,1258.557741,,4866.123261,4508.418369,2062.812937,,4872.259555,4474.68187,3559.971895,,4690.290022,4129.889951,1433.251023,,,4270.36197,2080.630588
