9703.013254,9703.013254,,34340.76975,34340.76975,,3343.393368,3343.393368,,29260.24691,29260.24691,,-705.130758,-705.130758,,38963.58587,38963.58587,,27899.41527,27899.41527,,45884.69892,45884.69892,,-32838.64282,-32838.64282,,23982.4109,23982.4109,,17983.37607,17983.37607
16571.88789,16571.88789,,42879.44587,42879.44587,,7559.535349,7559.535349,,34183.67633,34183.67633,,7081.9482,7081.9482,,45387.52874,45387.52874,,32743.12884,32743.12884,,50494.49502,50494.49502,,-28385.04507,-28385.04507,,33642.12557,33642.12557,,24215.87267,24215.87267
23027.1916,23027.1916,,48013.4935,48013.4935,,18335.3314,18335.3314,,40158.88098,40158.88098,,15107.41176,15107.41176,,51740.83129,51740.83129,,34622.39788,34622.39788,,55271.11511,55271.11511,,-21392.42619,-21392.42619,,38034.05612,38034.05612,,30291.82834,30291.82834
24193.16495,24193.16495,,49493.13226,49493.13226,,22641.10217,22641.10217,,45275.64649,45275.64649,,22671.18517,22671.18517,,53526.76517,53526.76517,,39414.95112,39414.95112,,60890.43935,60890.43935,,-11889.36106,-11889.36106,,45915.50718,45915.50718,,35213.25328,35213.25328
27484.63227,27484.63227,,51333.83078,51333.83078,,30328.96075,30328.96075,,46310.78566,46310.78566,,32893.27109,32893.27109,,57996.05916,57996.05916,,45581.31156,45581.31156,,64824.15892,64824.15892,,-8800.303092,-8800.303092,,50215.11367,50215.11367,,39816.78208,39816.78208
28569.32491,28569.32491,,54440.15693,54440.15693,,34979.95452,34979.95452,,47769.02012,47769.02012,,37426.89503,37426.89503,,63760.41068,63760.41068,,48234.25998,48234.25998,,66743.75238,66743.75238,,-1620.585306,-1620.585306,,56700.15548,56700.15548,,43700.33447,43700.33447
35251.59261,35251.59261,,59420.16976,59420.16976,,39172.48661,39172.48661,,52178.28776,52178.28776,,40021.82202,40021.82202,,68141.22228,68141.22228,,51870.19974,51870.19974,,70992.82323,70992.82323,,3764.246485,3764.246485,,59189.34484,59189.34484,,48000.21953,48000.21953
40279.03468,40279.03468,,60643.37424,60643.37424,,44162.08069,44162.08069,,58337.75222,58337.75222,,43023.98781,43023.98781,,69731.68347,69731.68347,,60603.98618,60603.98618,,73020.64532,73020.64532,,13207.04726,13207.04726,,61791.59226,61791.59226,,52480.11841,52480.11841
42099.62083,42099.62083,,62962.19888,62962.19888,,50598.96166,50598.96166,,60668.98247,60668.98247,,47784.13566,47784.13566,,69731.68347,69587.35594,,60696.99002,60696.99002,,76070.29797,76070.29797,,17516.36794,17516.36794,,63108.15476,63108.15476,,55123.73937,55109.30661
47078.57147,47078.57147,,63122.61001,63122.61001,,52092.34498,52092.34498,,65417.67597,65417.67597,,50320.54947,50320.54947,,73495.73822,73495.73822,,62139.27335,62139.27335,,78063.44483,78063.44483,,23389.38834,23389.38834,,66812.55375,66812.55375,,58193.21504,58193.21504
