-2438466.243135332,-2438466.243135332
-2421227.9282416394,-2421227.9282416394
-2396851.2317386307,-2396851.2317386307
-2360913.0965895797,-2360913.0965895797
-2346190.9220724823,-2346190.9220724823
-2329591.4882303136,-2329591.4882303136
-2304483.200188735,-2304483.200188735
-2272498.4328883905,-2272498.4328883905
-2267521.873910362,-2267521.873910362
-2255528.424850039,-2255528.424850039
-2242414.730499779,-2242414.730499779
-2217885.260216682,-2217885.260216682
-2199504.3478593132,-2199504.3478593132
-2174151.7078047707,-2174151.7078047707
-2165748.434474743,-2165748.434474743
-2144622.88239055,-2144622.88239055
-2127403.979032969,-2127403.979032969
-2123034.8802034473,-2123034.8802034473
-2115374.528638494,-2115374.528638494
-2100367.6679352904,-2100367.6679352904
-2079714.6019074763,-2079714.6019074763
-2065433.7556137084,-2065433.7556137084
-2043955.6023221384,-2043955.6023221384
-2034370.7257047798,-2034370.7257047798
-2023265.8360688523,-2023265.8360688523
-2017211.0262316396,-2017211.0262316396
-2009682.094804342,-2009682.094804342
-1995522.877231035,-1995522.877231035
-1980109.2089758394,-1980109.2089758394
-1965140.608770362,-1965140.608770362
-1948029.434092414,-1948029.434092414
-1944896.8264764631,-1944896.8264764631
-1923517.5335668987,-1923517.5335668987
-1900044.9476038856,-1900044.9476038856
-1880897.3991068,-1880897.3991068
-1867209.0826227558,-1867209.0826227558
-1847703.2795891273,-1847703.2795891273
-1838112.2748511215,-1838112.2748511215
-1825405.8972171089,-1825405.8972171089
-1822124.5586756314,-1822124.5586756314
-1806855.5446213055,-1806855.5446213055
-1798758.3055467573,-1798758.3055467573
-1797879.4126127157,-1797879.4126127157
-1786725.7354233214,-1786725.7354233214
-1778452.5889205723,-1778452.5889205723
-1762477.2935807519,-1762477.2935807519
-1732678.6564314933,-1732678.6564314933
-1723852.2744730199,-1723852.2744730199
-1709961.2472595358,-1709961.2472595358
-1701024.5830906052,-1701024.5830906052
-1693806.4812666746,-1693806.4812666746
-1685764.1973454203,-1685764.1973454203
-1681450.5117110633,-1681450.5117110633
-1661561.54876812,-1661561.54876812
-1645916.043481877,-1645916.043481877
-1640787.232469224,-1640787.232469224
-1636470.673925479,-1636470.673925479
-1632141.8380542607,-1632141.8380542607
-1622589.6181041151,-1622589.6181041151
-1618464.1980876918,-1618464.1980876918
-1604115.735784579,-1604115.735784579
-1597302.529725084,-1597302.529725084
-1589383.0291990405,-1589383.0291990405
-1579040.3536102143,-1579040.3536102143
-1564388.995468428,-1564388.995468428
-1563201.894093046,-1563201.894093046
-1558020.2731416826,-1558020.2731416826
-1550865.239729504,-1550865.239729504
-1538990.3551585106,-1538990.3551585106
-1528392.2757060197,-1528392.2757060197
-1517010.573513742,-1517010.573513742
-1510952.6259969564,-1510952.6259969564
-1500752.607326582,-1500752.607326582
-1495523.4756488223,-1495523.4756488223
-1491511.149221774,-1491511.149221774
-1483498.4187543283,-1483498.4187543283
-1477982.5130661118,-1477982.5130661118
-1469282.6134173719,-1469282.6134173719
-1462861.462069966,-1462861.462069966
-1461393.9725654146,-1461393.9725654146
-1455199.9411476492,-1455199.9411476492
-1450194.5822658436,-1450194.5822658436
-1445930.0683221535,-1445930.0683221535
-1437248.0560196931,-1437248.0560196931
-1429487.0153395284,-1429487.0153395284
-1418008.016031092,-1418008.016031092
-1405152.4426276023,-1405152.4426276023
-1399069.262856979,-1399069.262856979
-1390517.8173216055,-1390517.8173216055
-1382164.9578609094,-1382164.9578609094
-1379881.5634282907,-1379881.5634282907
-1377237.8865162584,-1377237.8865162584
-1375252.9453756043,-1375252.9453756043
-1374234.764435907,-1374234.764435907
-1372612.1926589955,-1372612.1926589955
-1368204.5733172342,-1368204.5733172342
-1363966.1118401545,-1363966.1118401545
-1354036.1819606568,-1354036.1819606568
-1330373.4687323668,-1330373.4687323668
-1316187.483817967,-1316187.483817967
-1312608.6013026983,-1312608.6013026983
-1306745.7367560337,-1306745.7367560337
-1294395.9746149688,-1294395.9746149688
-1288301.3028503712,-1288301.3028503712
-1279090.6498344683,-1279090.6498344683
-1272298.8220898088,-1272298.8220898088
-1269667.1508683765,-1269667.1508683765
-1268802.6908495708,-1268802.6908495708
-1264595.2048206574,-1264595.2048206574
-1257192.87670252,-1257192.87670252
-1256311.335353699,-1256311.335353699
-1243566.650039978,-1243566.650039978
-1242568.5484971057,-1242568.5484971057
-1239356.7390112,-1239356.7390112
-1239356.7390112,-1239993.9343603149
-1235087.0570126702,-1235087.0570126702
-1227686.1477569945,-1227686.1477569945
-1227686.1477569945,-1230210.7897969885
-1222798.259766298,-1222798.259766298
-1222251.5618388823,-1222251.5618388823
-1219514.01193282,-1219514.01193282
-1217247.118935987,-1217247.118935987
-1214850.722125016,-1214850.722125016
-1214850.722125016,-1215086.284102725
-1209858.2260019977,-1209858.2260019977
-1208822.036815598,-1208822.036815598
-1205778.32251311,-1205778.32251311
-1199371.7876751616,-1199371.7876751616
-1196599.3085054408,-1196599.3085054408
-1190783.9245424846,-1190783.9245424846
-1188827.9932187009,-1188827.9932187009
-1186309.7875981259,-1186309.7875981259
-1181821.7198253565,-1181821.7198253565
-1177594.6616560663,-1177594.6616560663
-1169200.2808251164,-1169200.2808251164
-1165305.0756986141,-1165305.0756986141
-1161273.2039889698,-1161273.2039889698
-1148896.1230558953,-1148896.1230558953
-1146092.6551219982,-1146092.6551219982
-1145380.1812040587,-1145380.1812040587
-1145380.1812040587,-1147117.3155343777
-1144641.6704776378,-1144641.6704776378
-1143623.9585746757,-1143623.9585746757
-1139959.2659396334,-1139959.2659396334
-1139129.050068545,-1139129.050068545
-1138249.3721999242,-1138249.3721999242
-1132478.1268582193,-1132478.1268582193
-1128231.3956681697,-1128231.3956681697
-1127073.2557104514,-1127073.2557104514
-1119013.9036083503,-1119013.9036083503
-1116152.9376578457,-1116152.9376578457
-1113761.740959642,-1113761.740959642
-1110334.8453462636,-1110334.8453462636
-1109280.527784382,-1109280.527784382
-1108844.3571886665,-1108844.3571886665
-1107490.0205263498,-1107490.0205263498
-1103731.6846161273,-1103731.6846161273
-1099234.1051275604,-1099234.1051275604
-1097316.245958267,-1097316.245958267
-1095964.4641233552,-1095964.4641233552
-1093196.6944628647,-1093196.6944628647
-1090314.2120947342,-1090314.2120947342
-1087243.1778101833,-1087243.1778101833
-1085852.3802657044,-1085852.3802657044
-1084148.4196153781,-1084148.4196153781
-1075402.0430637386,-1075402.0430637386
-1064722.1602178153,-1064722.1602178153
-1064438.2942498794,-1064438.2942498794
-1051304.182917064,-1051304.182917064
-1046046.3071700749,-1046046.3071700749
-1046046.3071700749,-1046627.2826047749
