11522.68229,-17976.1829,-50667.89392,,12735.27739,-15811.42239,-52835.24802,,19018.42594,-11099.2736,-47690.36823,,21595.50076,-13840.89246,-39532.74475,,16217.9716,-14681.94284,-47681.56373
14044.23243,-4457.837224,-44707.52205,,22579.20316,5101.170141,-40017.35241,,17989.65908,5926.115513,-31640.56937,,21016.01517,1452.975786,-41098.25203,,18907.27746,2005.606054,-39365.92396
22128.3911,4025.957548,-36279.47821,,25779.42807,15998.38264,-31876.0401,,21534.66339,7528.041506,-32406.99044,,23202.481,14620.78797,-28672.27802,,23161.24089,10543.29242,-32308.69669
23044.70465,12949.16778,-4494.198692,,28779.63645,21512.42999,5364.337594,,21756.8772,10862.29869,-21966.52936,,28175.39999,20064.1784,-1593.030965,,25439.15457,16347.01871,-5672.355356
25208.04918,10157.75831,-26914.65801,,29644.0129,17519.78309,-6178.961309,,26706.08376,11046.71965,-17905.88927,,27608.14343,16254.78114,-10730.52413,,27291.57232,13744.76055,-15432.50818
30771.21382,17784.54247,-5310.035779,,31516.37022,22802.93677,-5666.476549,,30265.4009,22039.1761,-7223.511019,,29297.35617,25034.15921,2358.977156,,30462.58528,21915.20364,-3960.261548
27521.1034,16208.04421,-24669.29894,,31909.35608,23471.9378,-17008.14988,,32232.27748,20566.6152,-11143.82026,,31415.07426,24533.32666,924.4800955,,30769.45281,21194.98097,-12974.19725
27664.47084,20990.43951,4465.393586,,31928.08428,18157.68989,-7768.851616,,31066.62087,24799.76958,-13414.28731,,32647.97811,28251.30496,13495.15947,,30826.78853,23049.80098,-805.6464674
29212.10377,20691.72328,-6737.141826,,32973.35431,19978.09722,-7588.177801,,30943.7424,23141.60376,-764.1963052,,34550.86771,25797.48593,-8163.020569,,31920.01705,22402.22755,-5813.134125
29001.43895,16138.58243,-21207.28183,,33521.93037,25660.11616,-12373.71824,,32120.08184,19692.48096,-14697.72402,,35225.5165,30399.88166,21491.09043,,32467.24191,22972.7653,-6696.908416
32184.35816,21743.8218,2448.056138,,34698.83419,30672.4506,1524.029239,,32946.88034,28182.01251,1944.608954,,38416.41814,32003.11341,8451.153307,,34561.62271,28150.34958,3591.96191
32425.67188,25790.21969,6826.166725,,35371.63923,28869.58337,-788.6316903,,36152.3348,24395.242,-11314.70338,,39589.83983,31641.9849,12608.38016,,35884.87144,27674.25749,1832.802954
32943.51419,24856.37654,10328.84146,,36734.6215,30257.69603,5051.803529,,36106.20287,28935.63962,-149.9032918,,40365.97805,34129.82142,12484.9883,,36537.57915,29544.8834,6928.9325
35163.96757,29954.25576,18433.32209,,38320.22742,22294.5386,-5450.034795,,37189.13974,27084.74336,-14622.36069,,40365.97805,36485.83301,12495.85839,,37759.8282,28954.84268,2714.196249
36589.21584,27901.01636,6367.117184,,37484.37707,24907.9513,-2967.295833,,38202.30524,31287.7039,13558.28912,,40570.67037,36316.02638,18254.80134,,38211.64213,30103.17448,8803.227953
35618.81366,28037.8008,14481.65608,,37611.85973,31567.73858,15093.69863,,38202.30524,30360.76381,-16869.561,,40409.67389,25643.29906,-4336.375019,,37960.66313,28902.40056,2092.354673
35992.31724,22070.77589,2301.239307,,37611.85973,22461.86902,-23429.42045,,38287.92649,33713.40383,-7452.470348,,40806.54625,28594.94396,1153.782485,,38174.66243,26710.24817,-6856.717251
37298.5949,31776.68156,5994.688185,,37580.77561,26248.30255,6190.014626,,38159.79169,32463.28436,8942.228865,,40833.13373,33086.91058,7978.679802,,38468.07398,30893.79476,7276.402869
37521.03717,32448.18951,8631.795917,,37580.77561,31290.24985,13945.55431,,38886.66848,33975.5512,15514.23568,,41005.81303,37635.82,21390.0864,,38748.57357,33837.45264,14870.41808
38025.19201,29653.75429,2410.024537,,37991.45536,26979.88389,-18509.95234,,38759.12585,33343.28945,13443.80738,,41434.0506,35389.47133,14570.65234,,39052.45595,31341.59974,2978.632979
37377.53696,31545.77041,16447.98912,,38412.46366,25627.3729,-4172.341252,,40362.96548,30985.74449,-18612.16111,,41434.0506,33168.62888,13549.00463,,39396.75418,30331.87917,1803.122847
37377.53696,31572.59462,5939.136594,,37996.40834,32448.95833,8478.901674,,39904.11318,30610.81657,-7181.758556,,41880.13979,37776.18854,14927.66075,,39289.54957,33102.13952,5540.985115
38385.79744,29504.52493,10714.53291,,39578.82201,27212.90443,-16703.04987,,41068.34742,28175.57245,-1898.5213,,42001.95917,33662.97669,4827.102335,,40258.73151,29638.99462,-764.9839818
38385.79744,32598.7172,13995.40888,,39948.77952,33826.31691,13166.73832,,41068.34742,29385.56235,3170.545573,,42914.10898,33122.78264,16179.52827,,40579.25834,32233.34477,11628.05526
38507.15039,33553.33375,6550.320203,,39948.77952,32577.65347,-7164.988773,,41337.46614,36997.22608,16151.45794,,42499.62218,33091.03966,15326.63455,,40573.25456,34054.81324,7715.85598
38614.20668,33583.39292,11367.77798,,40488.76989,28161.82188,-4129.291358,,40914.65538,36597.77159,8015.612602,,42166.46566,37174.77008,20548.95699,,40546.0244,33879.43912,8950.764052
38614.20668,28560.9598,-11932.44086,,39868.6339,31979.27813,8639.276483,,41328.3144,37911.48662,17883.22741,,42417.03329,37988.58379,21820.74645,,40557.04707,34110.07709,9102.70237
38786.59616,31199.18855,3661.624958,,39668.40269,32606.70292,13570.23795,,41408.18854,35624.83401,17144.46968,,42332.58159,35230.14773,8868.986257,,40548.94224,33665.2183,10811.32971
39050.22604,28879.9248,-4301.373159,,39505.78289,34103.12951,15442.64283,,41320.8634,36740.90891,11458.10966,,42982.87048,34495.34347,11698.18738,,40714.9357,33554.82667,8574.391678
39050.22604,30670.3408,16492.62959,,40676.06,27128.92619,-4883.601208,,41721.55661,39037.72631,22152.50179,,43023.71311,35877.43617,15001.10787,,41117.88894,33178.60737,12190.65951
